34,20	-1	-0,0C	25,5
34,25	-1	-0,0C	25,5
34,30	-1	-0,0C	25,5
34,35	-1	-0,0C	25,5
34,40	-1	-0,0C	25,5
34,45	-1	-0,0C	25,5
34,50	-1	-0,0C	25,5
34,55	-1	-0,0C	25,5
34,60	-1	-0,0C	25,5
34,65	-1	-0,0C	25,5
34,70	-1	-0,0C	25,5
34,75	-1	-0,0C	25,5
34,80	-1	-0,0C	25,5
34,85	-1	-0,0C	25,5
34,90	-1	-0,0C	25,5
34,95	-1	-0,0C	25,5
35,00	-1	-0,0C	25,5
35,05	-1	-0,0C	25,5
35,10	-1	-0,0C	25,5
35,15	-1	-0,0C	25,5
35,20	-1	-0,0C	25,5
35,25	-1	-0,0C	25,5
35,30	-1	-0,0C	25,5
35,35	-1	-0,0C	25,5
35,40	-1	-0,0C	25,5
35,45	-1	-0,0C	25,5
35,50	-1	-0,0C	25,5
35,55	-1	-0,0C	25,5
35,60	-1	-0,0C	25,5
35,65	-1	-0,0C	25,5
35,70	-1	-0,0C	25,5
35,75	-1	-0,0C	25,5
35,80	-1	-0,0C	25,5
35,85	-1	-0,0C	25,5
35,90	-1	-0,0C	25,5
35,95	-1	-0,0C	25,5
36,00	-1	-0,0C	25,5
36,05	-1	-0,0C	25,5
36,10	-1	-0,0C	25,5
36,15	-1	-0,0C	25,5
36,20	-1	-0,0C	25,5
36,25	-1	-0,0C	25,5
36,30	-1	-0,0C	25,5
36,35	-1	-0,0C	25,5
36,40	-1	-0,0C	25,5
36,45	-1	-0,0C	25,5
36,50	-1	-0,0C	25,5
36,55	-1	-0,0C	25,5
36,60	-1	-0,0C	25,5
36,65	-1	-0,0C	25,5
36,70	-1	-0,0C	25,5
36,75	-1	-0,0C	25,5
36,80	-1	-0,0C	25,5
36,85	-1	-0,0C	25,5
36,90	-1	-0,0C	25,5
36,95	-1	-0,0C	25,5
37,00	-1	-0,0C	25,5
37,05	-1	-0,0C	25,5
37,10	-1	-0,0C	25,5
37,15	-1	-0,0C	25,5
37,20	-1	-0,0C	25,5
37,25	-1	-0,0C	25,5
37,30	-1	-0,0C	25,5
37,35	-1	-0,0C	25,5
37,40	-1	-0,0C	25,5
37,45	-1	-0,0C	25,5
37,50	-1	-0,0C	25,5
37,55	-1	-0,0C	25,5
37,60	-1	-0,0C	25,5
37,65	-1	-0,0C	25,5
37,70	-1	-0,0C	25,5
37,75	-1	-0,0C	25,5
37,80	-1	-0,0C	25,5
37,85	-1	-0,0C	25,5
37,90	-1	-0,0C	25,5
37,95	-1	-0,0C	25,5
38,00	-1	-0,0C	25,5
38,05	-1	-0,0C	25,5
38,10	-1	-0,0C	25,5
38,15	-1	-0,0C	25,5
38,20	-1	-0,0C	25,5
38,25	-1	-0,0C	25,5
38,30	-1	-0,0C	25,5
38,35	-1	-0,0C	25,5
38,40	-1	-0,0C	25,5
38,45	-1	-0,0C	25,5
38,50	-1	-0,0C	25,5
38,55	-1	-0,0C	25,5
38,60	-1	-0,0C	25,5
38,65	-1	-0,0C	25,5
38,70	-1	-0,0C	25,5
38,75	-1	-0,0C	25,5
38,80	-1	-0,0C	25,5
38,85	-1	-0,0C	25,5
38,90	-1	-0,0C	25,5
38,95	-1	-0,0C	25,5
39,00	-1	-0,0C	25,5
39,05	-1	-0,0C	25,5
39,10	-1	-0,0C	25,5
39,15	-1	-0,0C	25,5
39,20	-1	-0,0C	25,5
39,25	-1	-0,0C	25,5
39,30	-1	-0,0C	25,5
39,35	-1	-0,0C	25,5
39,40	-1	-0,0C	25,5
39,45	-1	-0,0C	25,5
39,50	-1	-0,0C	25,5
39,55	-1	-0,0C	25,5
39,60	-1	-0,0C	25,5
39,65	-1	-0,0C	25,5
39,70	-1	-0,0C	25,5
39,75	-1	-0,0C	25,5
39,80	-1	-0,0C	25,5
39,85	-1	-0,0C	25,5
39,90	-1	-0,0C	25,5
39,95	-1	-0,0C	25,5
40,00	-1	-0,0C	25,5
40,05	-1	-0,0C	25,5
40,10	-1	-0,0C	25,5
40,15	-1	-0,0C	25,5
40,20	-1	-0,0C	25,5
40,25	-1	-0,0C	25,5
40,30	-1	-0,0C	25,5
40,35	-1	-0,0C	25,5
40,40	-1	-0,0C	25,5
40,45	-1	-0,0C	25,5
40,50	-1	-0,0C	25,5
40,55	-1	-0,0C	25,5
40,60	-1	-0,0C	25,5
40,65	-1	-0,0C	25,5
40,70	-1	-0,0C	25,5
40,75	-1	-0,0C	25,5
40,80	-1	-0,0C	25,5
40,85	-1	-0,0C	25,5
40,90	-1	-0,0C	25,5
40,95	-1	-0,0C	25,5
41,00	-1	-0,0C	25,5
41,05	-1	-0,0C	25,5
41,10	-1	-0,0C	25,5
41,15	-1	-0,0C	25,5
41,20	-1	-0,0C	25,5
41,25	-1	-0,0C	25,5
41,30	-1	-0,0C	25,5
41,35	-1	-0,0C	25,5
41,40	-1	-0,0C	25,5
41,45	-1	-0,0C	25,5
41,50	-1	-0,0C	25,5
41,55	-1	-0,0C	25,5
41,60	-1	-0,0C	25,5
41,65	-1	-0,0C	25,5
41,70	-1	-0,0C	25,5
41,75	-1	-0,0C	25,5
41,80	-1	-0,0C	25,5
41,85	-1	-0,0C	25,5
41,90	-1	-0,0C	25,5
41,95	-1	-0,0C	25,5
42,00	-1	-0,0C	25,5
42,05	-1	-0,0C	25,5
42,10	-1	-0,0C	25,5
42,15	-1	-0,0C	25,5
42,20	-1	-0,0C	25,5
42,25	-1	-0,0C	25,5
42,30	-1	-0,0C	25,5
42,35	-1	-0,0C	25,5
42,40	-1	-0,0C	25,5
42,45	-1	-0,0C	25,5
42,50	-1	-0,0C	25,5
42,55	-1	-0,0C	25,5
42,60	-1	-0,0C	25,5
42,65	-1	-0,0C	25,5
42,70	-1	-0,0C	25,5
42,75	-1	-0,0C	25,5
42,80	-1	-0,0C	25,5
42,85	-1	-0,0C	25,5
42,90	-1	-0,0C	25,5
42,95	-1	-0,0C	25,5
43,00	-1	-0,0C	25,5
